Date,A/C Type,Location,Fatalities,Registration,detail.url
"Nov 4, 2015",Antonov AN-12,"Juba, Central Equatoria (الاستوائية الوسطى)",41,EY-406,http://www.baaa-acro.com/crash/crash-antonov-12bk-juba-41-killed
"Nov 3, 2015",Boeing 737-400,"Lahore, Punjab (پنجاب)",0,AP-BJO,http://www.baaa-acro.com/crash/crash-boeing-737-4h6-lahore
"Nov 2, 2015",Grumman G-159 Gulfstream I,"Kinshasa-N'Djili, Kinshasa City Province",0,9Q-CNP,http://www.baaa-acro.com/crash/crash-grumman-g-159-gulfstream-i-kinshasa
"Nov 2, 2015",Fokker F27 Friendship,"Koussané, Kayes",0,6W-STF,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-400m-near-koussane
"Oct 31, 2015",Airbus A321,"Hasna, North Sinai",224,EI-ETJ,http://www.baaa-acro.com/crash/crash-airbus-a321-231-near-hasna-224-killed
"Oct 29, 2015",Boeing 767-200,"Fort Lauderdale-Hollywood, Florida",0,N251MY,http://www.baaa-acro.com/crash/fire-boeing-767-269er-fort-lauderdale
"Oct 28, 2015",Pilatus PC-6 (Porter & Turbo Porter),"Buenos Aires, Buenos Aires City",2,GN-804,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h2-turbo-porter-buenos-aires-2-killed
"Oct 26, 2015",Piper PA-31-350 Navajo Chieftain,"Weston, Florida",0,N55GK,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-weston
"Oct 22, 2015",Learjet 31,"La Tinaja, Guanajuato",4,XB-GYB,http://www.baaa-acro.com/crash/crash-learjet-31a-la-tinaja-4-killed
"Oct 19, 2015",Learjet 35,"San Fernando de Apure, Buenos Aires province",0,LV-ZSZ,http://www.baaa-acro.com/crash/crash-learjet-35a-san-fernando
"Oct 16, 2015",Cessna 207 Skywagon/Stationair,"Taylor, British Columbia",2,C-GNVZ,http://www.baaa-acro.com/crash/crash-cessna-207-skywagon-taylor-2-killed
"Oct 15, 2015",Comp Air CA-8,"Ray, Michigan",0,N224MS,http://www.baaa-acro.com/crash/crash-comp-air-ca-8-ray
"Oct 14, 2015",Cessna 208B Grand Caravan,"Yumbillo, Valle del Cauca",3,PR-MIC,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-yumbillo-3-killed
"Oct 14, 2015",Cessna 421B Golden Eagle II,"Hammond-Northshore, Louisiana",2,N33FA,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-hammond-2-killed
"Oct 12, 2015",Airbus A300,"Afgooye, Shabeellaha Hoose (شبيلي السفلى)",0,SU-BMZ,http://www.baaa-acro.com/crash/crash-airbus-a300b4-203f-afgooye
"Oct 12, 2015",Cessna 208B Grand Caravan,"Bamyan, Bamyan",2,YA22382,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-bamyan-2-killed
"Oct 6, 2015",BAe 146,"Tamale, Northern",0,9G-SBB,http://www.baaa-acro.com/crash/crash-bae-146-300-tamale
"Oct 3, 2015",Beechcraft 200 Super King Air,"Stapleford, Essex",2,G-BYCP,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-chigwell-2-killed
"Oct 3, 2015",Piper PA-31-310 Navajo,"Bogotá-Guaymaral, Bogotá Capital District",2,HK-3909G,http://www.baaa-acro.com/crash/crash-piper-pa-31-325-navajo-cr-bogota-2-killed
"Oct 2, 2015",Lockheed C-130 Hercules,"Jalalabad, Nangarhar",13,08-3174,http://www.baaa-acro.com/crash/crash-lockheed-c-130j-30-jalalabad-13-killed
"Oct 2, 2015",Piper PA-31-310 Navajo,"Veracruz, Rivas",1,C-GCMD,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-los-camastros-1-killed
"Oct 2, 2015",De Havilland DHC-6 Twin Otter,"Dubai-Palm Jumeirah, Dubai",0,DU-SD4,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-200-dubai
"Oct 2, 2015",De Havilland DHC-6 Twin Otter,"Mt Latimojong, South Sulawesi",10,PK-BRM,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-mt-latimojong-10-killed
"Sep 30, 2015",De Havilland Dash-8-400,"Saarbrücken, Saarland",0,LX-LGH,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-q402-saarbrucken
"Sep 25, 2015",Curtiss C-46 Commando,"Déline, Northwest Territories",0,C-GTXW,http://www.baaa-acro.com/crash/crash-curtiss-c-46a-45-cu-commando-deline
"Sep 24, 2015",Cessna 421B Golden Eagle II,"Ozren, Republika Srpska",1,YU-BSW,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-ozren-1-killed
"Sep 21, 2015",Rockwell Aero Commander 680,"Boise, Idaho",0,N222JS,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-680e-boise
"Sep 16, 2015",PZL-Mielec AN-2,"Bratsk, Irkutsk oblast",0,RA-35141,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-near-bratsk
"Sep 15, 2015",De Havilland DHC-3 Otter,"Iliamna, Alaska",3,N928RK,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3t-turbo-otter-iliamna-3-killed
"Sep 15, 2015",Piper PA-31-350 Navajo Chieftain,"Thompson, Manitoba",0,C-FXLO,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-thompson
"Sep 11, 2015",Piper PA-60 Aerostar (Ted Smith 600),"San Pedro de los Milagros, Antioquia",2,N164HH,http://www.baaa-acro.com/crash/crash-piper-pa-60-aerostar-san-pedro-de-los-milagros-2-killed
"Sep 8, 2015",Boeing 777-200,"Las Vegas, Nevada",0,G-VIIO,http://www.baaa-acro.com/crash/fire-boeing-777-236er-las-vegas
"Sep 6, 2015",De Havilland DHC-6 Twin Otter,"Franklin, North Carolina",0,N181CS,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-200-franklin
"Sep 5, 2015",BAe 125,"Atlantic Ocean, All World",7,6V-AIM,http://www.baaa-acro.com/crash/crash-bae-125-700b-dakar-7-killed
"Aug 29, 2015",Technoavia SM-92 Turbo Finist,"Casale Monferrato, Piedmont",0,HA-YDJ,http://www.baaa-acro.com/crash/crash-technoavia-smg-92-turbo-finist-casale-monferrato
"Aug 29, 2015",Dornier DO228,"Kaduna, Kaduna",7,NAF030,http://www.baaa-acro.com/crash/crash-dornier-do228-212-kaduna-7-killed
"Aug 26, 2015",Cessna 550 Citation II,"Charallave, Miranda",0,YV3125,http://www.baaa-acro.com/crash/crash-cessna-s550-citation-ii-charallave
"Aug 23, 2015",De Havilland DHC-2 Beaver,"Les Bergeronnes, Quebec",6,C-FKRJ,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-near-les-bergeronnes-6-killed
"Aug 20, 2015",Let 410UVP,"Vršatec, Trenčín Region",4,OM-ODQ,http://www.baaa-acro.com/crash/crash-let-410uvp-vrsatec-4-killed
"Aug 20, 2015",Let 410UVP,"Vršatec, Trenčín Region",3,OM-SAB,http://www.baaa-acro.com/crash/crash-let-410ma-vrsatec-3-killed
"Aug 16, 2015",Rockwell Sabreliner 60,"San Diego, California",4,N442RM,http://www.baaa-acro.com/crash/crash-rockwell-sabreliner-60sc-san-diego-4-killed
"Aug 16, 2015",ATR42-300,"Oksibil, Special Region of Papua",54,PK-YRN,http://www.baaa-acro.com/crash/crash-atr42-300-near-oksibil-54-killed
"Aug 16, 2015",Cessna 441 Conquest,"Cape Town, Western Cape",5,V5-NRS,http://www.baaa-acro.com/crash/crash-cessna-441-conquest-ii-cape-town-5-killed
"Aug 12, 2015",PAC 750XL - Pacific Aerospace Corporation,"Ninia, Special Region of Papua",1,PK-KIG,http://www.baaa-acro.com/crash/crash-pacific-aerospace-pac750xl-ninia-1-killed
"Aug 12, 2015",Cessna 208B Grand Caravan,"Juancho E. Yrausquin (Saba Island), Dutch Antilles",0,N924FE,http://www.baaa-acro.com/crash/crash-cessna-208b-super-cargomaster-saba-island
"Aug 9, 2015",Cessna 421B Golden Eagle II,"Clovis, New Mexico",0,N726JB,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-clovis
"Aug 9, 2015",De Havilland DHC-2 Beaver,"Barkárdal, Northeastern Region (Norðurland eystra)",1,N610LC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-near-barkardal-1-killed
"Aug 8, 2015",Cessna 402,"Cajicá, Cundinamarca",3,HK-4990,http://www.baaa-acro.com/crash/crash-cessna-402b-cajica-3-killed
"Aug 1, 2015",PZL-Mielec AN-2,"Stăncuța, Brăila",1,YR-PEG,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-stancuta-1-killed
"Aug 1, 2015",Beechcraft 90 King Air,"Georgetown, Kentucky",0,N257CQ,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90b-georgetown
"Jul 31, 2015",Embraer EMB-505 Phenom 300,"Blackbushe, Hampshire",4,HZ-IBN,http://www.baaa-acro.com/crash/crash-embraer-emb-505-phenom-300-blackbushe-4-killed
"Jul 31, 2015",Casa-Nurtanio CN235 (IPTN),"Agustín Codazzi, Cesar",11,FAC1261,http://www.baaa-acro.com/crash/crash-casa-cn-235m-100-agustin-codazzi-11-killed
"Jul 29, 2015",Socata TBM-700,"Milwaukee-Lawrence J. Timmerman, Wisconsin",2,N425KJ,http://www.baaa-acro.com/crash/crash-socata-tbm-700-milwaukee-2-killed
"Jul 27, 2015",Embraer EMB-110 Bandeirante,"Lagoa Santa (Belo Horizonte), Minas Gerais",0,2326,http://www.baaa-acro.com/crash/crash-embraer-c-95bm-bandeirante-lagoa-santa
"Jul 24, 2015",ATR72-200,"Yangon, Yangon Region",0,XY-AIH,http://www.baaa-acro.com/crash/crash-atr72-212-yangon
"Jul 17, 2015",Cessna 207 Skywagon/Stationair,"Point Howard, Alaska",1,N62AK,http://www.baaa-acro.com/crash/crash-cessna-207a-skywagon-near-point-howard-1-killed
"Jul 14, 2015",Tupolev TU-95,"Litovko, Khabarovsk Krai",2,RF-94204,http://www.baaa-acro.com/crash/crash-tupolev-tu-95ms-near-litovko-2-killed
"Jul 7, 2015",Cessna 208B Grand Caravan,"Dubai-Skydive Campus, Dubai",0,DU-SD1,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-dubai
"Jul 6, 2015",Quest Kodiak 100,"Pskov AFB, Pskov oblast",0,N642RM,http://www.baaa-acro.com/crash/crash-quest-kodiak-100-pskov
"Jul 2, 2015",De Havilland DHC-6 Twin Otter,"Kuredu Island, North Central Province",0,8Q-MAN,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-kuredu-island
"Jun 30, 2015",Lockheed C-130 Hercules,"Medan-Soewondo AFB, North Sumatra",142,A-1310,http://www.baaa-acro.com/crash/crash-lockheed-kc-130b-hercules-medan-142-killed
"Jun 25, 2015",De Havilland DHC-3 Otter,"Ella Lake, Alaska",9,N270PA,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3t-turbo-otter-near-ella-lake-9-killed
"Jun 25, 2015",Antonov AN-2,"Okcheon, North Chungcheong (충청북도)",0,HL1090,http://www.baaa-acro.com/crash/crash-antonov-2-okcheon
"Jun 20, 2015",Cessna 303 Crusader,"Nuquí, Chocó",1,HK-4677-G,http://www.baaa-acro.com/crash/crash-cessna-t303-crusader-near-nuqui-1-killed
"Jun 16, 2015",Boeing 737-300,"Aktau, Mangystau",0,LY-FLB,http://www.baaa-acro.com/crash/ground-fire-boeing-737-322-aktau
"Jun 15, 2015",PZL-Mielec AN-2,"Rostov-on-Don, Rostov oblast",0,RA-84553,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-near-rostov
"Jun 8, 2015",Dornier DO228,"Karaikal, Tamil Nadu",3,CG761,http://www.baaa-acro.com/crash/crash-dornier-do228-101-karaikal-3-killed
"Jun 8, 2015",Tupolev TU-95,"Ukrainka AFB, Amur oblast",1,RF-94181,http://www.baaa-acro.com/crash/crash-tupolev-tu-95-ukrainka-afb-1-killed
"Jun 7, 2015",Beechcraft 90 King Air,"Belo Horizonte, Minas Gerais",3,PR-AVG,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90gti-belo-horizonte-3-killed
"Jun 2, 2015",Swearingen SA226 Metro II,"Santiago de Querétaro, Querétaro",5,XA-UKP,http://www.baaa-acro.com/crash/crash-swearingen-sa226tc-metro-ii-queretaro-5-killed
"May 30, 2015",Cessna 207 Skywagon/Stationair,"Bethel, Alaska",1,N1653U,http://www.baaa-acro.com/crash/crash-cessna-207-skywagon-near-bethel-1-killed
"May 24, 2015",Embraer EMB-820 Navajo,"Ricaurte, Cojedes",2,PT-RCN,http://www.baaa-acro.com/crash/crash-embraer-emb-820c-navajo-ricaurte-2-killed
"May 21, 2015",Cessna 421 Golden Eagle,"Monterrey-Del Norte, Nuevo León",0,XB-MTC,http://www.baaa-acro.com/crash/crash-cessna-421-monterrey
"May 20, 2015",Hawker 800XP,"Puerto Colombia, Atlántico",4,-,http://www.baaa-acro.com/crash/crash-hawker-800xp-puerto-colombia-4-killed
"May 19, 2015",Cessna 208 Caravan,"Mandeng, Upper Nile (أعالي النيل)",0,5Y-NKV,http://www.baaa-acro.com/crash/crash-cessna-208b-caravan-i-mandeng
"May 18, 2015",PZL-Mielec AN-2,"Sanamer, Stavropol Krai",0,RA-56528,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-sanamer
"May 16, 2015",PZL-Mielec AN-2,"Baltic Sea, All World",2,LY-AET,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-baltic-sea-2-killed
"May 10, 2015",PZL-Mielec AN-2,"Azov, Rostov oblast",0,RF-01159,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-azov
"May 10, 2015",Xian MA60,"Fuzhou, Fujian",0,B-3476,http://www.baaa-acro.com/crash/crash-xian-ma60-fuzhou
"May 9, 2015",Airbus A400M,"Seville, Andalusia",4,EC-403,http://www.baaa-acro.com/crash/crash-airbus-a400m-seville-4-killed
"May 7, 2015",Piper PA-46 Malibu Meridian (Malibu Mirage),"Spokane-Felts Field, Washington",2,N962DA,http://www.baaa-acro.com/crash/crash-piper-pa-46-350p-malibu-mirage-spokane-2-killed
"Apr 28, 2015",Shin Meiwa US-2,"Inarizaki, Shikoku",0,9905,http://www.baaa-acro.com/crash/crash-shin-meiwa-us-2-inarizaki
"Apr 25, 2015",Airbus A320,"Istanbul-Atatürk, Marmara Region (Marmara Bölgesi)",0,TC-JPE,http://www.baaa-acro.com/crash/crash-airbus-a320-232-istanbul
"Apr 25, 2015",Beechcraft 200 Super King Air,"Maracaibo, Zulia",0,YV2803,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-maracaibo
"Apr 14, 2015",Airbus A320,"Hiroshima, Chūgoku",0,HL7762,http://www.baaa-acro.com/crash/crash-airbus-a320-232-hiroshima
"Apr 13, 2015",Swearingen SA226 Metro II,"Mount Seymour, British Columbia",2,C-GSKC,http://www.baaa-acro.com/crash/crash-swearingen-sa226tc-metro-ii-near-mount-seymour-2-killed
"Apr 12, 2015",Piper PA-31 Cheyenne,"Fort Lauderdale-Hollywood, Florida",4,N119RL,http://www.baaa-acro.com/crash/crash-piper-pa-31t1-cheyenne-i-fort-lauderdale-4-killed
"Apr 7, 2015",Cessna 414 Chancellor,"Bloomington, Illinois",7,N789UP,http://www.baaa-acro.com/crash/crash-cessna-414a-chancellor-bloomington-7-killed
"Apr 3, 2015",Antonov AN-74,"Barneo, All Russia",0,RA-74056,http://www.baaa-acro.com/crash/crash-antonov-74-200-barneo
"Mar 29, 2015",Airbus A320,"Halifax-Stanfield, Nova Scotia",0,C-FTJP,http://www.baaa-acro.com/crash/crash-airbus-a320-211-halifax
"Mar 25, 2015",PZL-Mielec AN-2,"Promin, Volyn Oblast",2,UR-62681,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-promin-2-killed
"Mar 24, 2015",Airbus A320,"Prads-Haute-Bléone, Alpes-de-Haute-Provence",150,D-AIPX,http://www.baaa-acro.com/crash/crash-airbus-a320-211-near-prads-haute-bleone-150-killed
"Mar 24, 2015",Cessna 208B Grand Caravan,"Verdigris, Oklahoma",0,N106BZ,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-verdigris
"Mar 24, 2015",Dornier DO228,"Dabolim, Goa",2,IN-240,http://www.baaa-acro.com/crash/crash-dornier-do228-201-dabolim-2-killed
"Mar 19, 2015",Beechcraft 90 King Air,"Punta del Este, Maldonado",10,LV-CEO,http://www.baaa-acro.com/crash/crash-beechcraft-b90-king-air-punta-del-este-10-killed
"Mar 5, 2015",Let 410UVP,"Ancona, Marche",0,E7-WDT,http://www.baaa-acro.com/crash/crash-let-410uvp-e20-ancona
"Mar 5, 2015",McDonnell Douglas MD-88,"New York-LaGuardia, New York",0,N909DL,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-88-la-guardia
"Mar 4, 2015",Airbus A330,"Kathmandu, Bagmati",0,TC-JOC,http://www.baaa-acro.com/crash/crash-airbus-a330-303-kathmandu
"Mar 4, 2015",BAe ATP,"Wamena, Special Region of Papua",0,PK-DGB,http://www.baaa-acro.com/crash/crash-bae-atp-f-wamena
"Mar 1, 2015",Canadair CL-601 Challenger,"Marco Island, Florida",0,N600NP,http://www.baaa-acro.com/crash/crash-canadair-cl-601-3a-challenger-marco-island
"Feb 22, 2015",Piper PA-46 Malibu Meridian (Malibu Mirage),"Spokane-Felts Field, Washington",1,C-GVZW,http://www.baaa-acro.com/crash/crash-piper-pa-46-350p-malibu-mirage-spokane-1-killed
"Feb 14, 2015",Antonov AN-32,"Malanje, Malanje",0,T-256,http://www.baaa-acro.com/crash/crash-antonov-32-malanje
"Feb 11, 2015",Beechcraft 1900C,"Miami-Executive (Kendall-Tamiami), Florida",4,YV1674,http://www.baaa-acro.com/crash/crash-beechcraft-1900c-kendall-4-killed
"Feb 4, 2015",Cessna 441 Conquest,"Denton, Texas",1,N441TG,http://www.baaa-acro.com/crash/crash-cessna-441-conquest-ii-denton-1-killed
"Feb 4, 2015",ATR72-600,"Taipei-Songshan, Taipei City (臺北市)",43,B-22816,http://www.baaa-acro.com/crash/crash-atr72-600-taipei-43-killed
"Jan 29, 2015",Canadair CL-601 Challenger,"Oranjestad, Dutch Antilles",3,N214FW,http://www.baaa-acro.com/crash/crash-canadair-cl-601-challenger-aruba-3-killed
"Jan 20, 2015",PZL-Mielec AN-2,"Shatyrkul, Jambyl",6,UP-A0314,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-near-shatyrkul-6-killed
"Jan 18, 2015",Antonov AN-26,"Abu Adh Dhuhur, Idlib Governorate (مُحافظة ادلب‎)",30,YK-AND,http://www.baaa-acro.com/crash/crash-antonov-26-abu-adh-dhuhur-30-killed
"Jan 17, 2015",Canadair Global Express,"Tacloban, Leyte",0,RP-C9363,http://www.baaa-acro.com/crash/crash-canadair-bd-700-1a11-global-5000-tacloban
"Jan 16, 2015",Britten-Norman Islander,"Los Roques, Los Roques Federal Dependencies",0,YV2238,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-8-islander-los-roques
"Jan 10, 2015",Boeing 737-400,"Accra, Greater Accra",0,ET-AQV,http://www.baaa-acro.com/crash/crash-boeing-737-43qsf-accra
"Jan 7, 2015",PAC 750XL - Pacific Aerospace Corporation,"Taupo, Waikato Regional Council",0,ZK-SDT,http://www.baaa-acro.com/crash/crash-pacific-aerospace-pac-750xl-taupo-lake
"Jan 3, 2015",Antonov AN-26,"Magadan, Magadan oblast",0,RA-26082,http://www.baaa-acro.com/crash/crash-antonov-26b-magadan
"Jan 2, 2015",Saab 340,"Stornoway, Hebrides Islands",0,G-LGNL,http://www.baaa-acro.com/crash/crash-saab-340b-stornoway
"Dec 30, 2014",Cessna 404 Titan,"Denver-Centennial, Colorado",1,N404MG,http://www.baaa-acro.com/crash/crash-cessna-404-titan-ii-denver-1-killed
"Dec 28, 2014",Britten-Norman Islander,"Mahdia, Potaro-Siparuni",2,8R-GHE,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-6-islander-near-mahdia-2
"Dec 28, 2014",Airbus A320,"Java Sea, All Indonesia",162,PK-AXC,http://www.baaa-acro.com/crash/crash-airbus-a320-216-java-sea-162-killed
"Dec 28, 2014",Antonov AN-26,"Uvira, Sud-Kivu",6,4L-AFS,http://www.baaa-acro.com/crash/crash-antonov-26-near-uvira-6-killed
"Dec 24, 2014",Cessna 207 Skywagon/Stationair,"Piedecuesta, Santander",7,HK-4892,http://www.baaa-acro.com/crash/crash-cessna-t207a-turbo-stationair-8-piedecuesta-7-killed
"Dec 23, 2014",Partenavia P.68,"La Bonanza, Miranda",1,YV1706,http://www.baaa-acro.com/crash/crash-partenavia-p68c-tc-la-bonanza-1-killed
"Dec 19, 2014",Learjet 25,"Champotón, Campeche",2,N265TW,http://www.baaa-acro.com/crash/crash-learjet-25d-champoton-2-killed
"Dec 12, 2014",Antonov AN-26,"Obo, Haut-Mbomou",0,UP-AN608,http://www.baaa-acro.com/crash/crash-antonov-26b-obo
"Dec 12, 2014",Antonov AN-32,"Hokandara, Western Province (மேல் மாகாணம்)",5,SCM-864,http://www.baaa-acro.com/crash/crash-antonov-32b-hokandara-5-killed
"Dec 8, 2014",Embraer EMB-500 Phenom 100,"Gaithersburg, Maryland",6,N100EQ,http://www.baaa-acro.com/crash/crash-embraer-emb-500-phenom-100-gaithersburg-6-killed
"Dec 3, 2014",Piper PA-31-350 Navajo Chieftain,"Mariquita, Tolima",10,HK-4464,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-mariquita-10-killed
"Dec 2, 2014",Piper PA-31-350 Navajo Chieftain,"Nassau, New Providence",1,C6-REV,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-clifton-pier-1-killed
"Nov 27, 2014",Lockheed C-130 Hercules,"Teniente Rodolfo Marsh (King George Island), All Antarctica",0,2470,http://www.baaa-acro.com/crash/crash-lockheed-c-130m-hercules-teniente-marsh
"Nov 23, 2014",Rockwell Aero Commander 500,"McDade, Texas",1,N14AV,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500a-mcdade-1-killed
"Nov 21, 2014",Embraer EMB-500 Phenom 100,"Houston-Sugar Land, Texas",0,N584JS,http://www.baaa-acro.com/crash/crash-embraer-emb-500-phenom-100-houston
"Nov 20, 2014",Cessna 207 Skywagon/Stationair,"Lima, Lima",3,PNP-248,http://www.baaa-acro.com/crash/crash-cessna-207-stationair-near-la-molina-3-killed
"Nov 20, 2014",Cessna 208B Grand Caravan,"Great Slave Lake, Northwest Territories",0,C-FKAY,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-great-slave-lake
"Nov 18, 2014",Rockwell Aero Commander 500,"Chicago-Midway, Illinois",1,N30MB,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500b-chicago-1-killed
"Nov 17, 2014",Cessna 401,"Fulton, Missouri",0,N401ME,http://www.baaa-acro.com/crash/crash-cessna-401a-fulton
"Nov 14, 2014",Fletcher FU-24,"Ohai, Southland Regional Council",0,ZK-EMN,http://www.baaa-acro.com/crash/crash-pac-fletcher-fu-24-954-mount-linton
"Nov 14, 2014",Avro 748,"Panyagor, Jonglei (جونقلي)",2,5Y-BVQ,http://www.baaa-acro.com/crash/crash-avro-748-399-2b-panyagor-2-killed
"Nov 14, 2014",Piper PA-31-350 Navajo Chieftain,"Hidalgo, Tamaulipas",6,XB-ZAX,http://www.baaa-acro.com/crash/crash-piper-pa-31-425p-navajo-hidalgo-6-killed
"Nov 9, 2014",Learjet 35,"Freeport, West Grand Bahama",9,N17UF,http://www.baaa-acro.com/crash/crash-learjet-35a-freeport-9-killed
"Oct 30, 2014",Beechcraft 200 Super King Air,"Wichita, Kansas",4,N52SZ,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-b200-wichita-4-killed
"Oct 29, 2014",Short 360,"Sint Maarten, Dutch Antilles",2,N380MQ,http://www.baaa-acro.com/crash/crash-short-360-100-saint-martin-2-killed
"Oct 25, 2014",Let 410UVP,"Shabunda, Sud-Kivu",0,9Q-COT,http://www.baaa-acro.com/crash/crash-let-410uvp-shabunda
"Oct 20, 2014",Dassault Falcon 50,"Moscow-Vnukovo, Moscow oblast",4,F-GLSA,http://www.baaa-acro.com/crash/crash-dassault-falcon-50ex-moscow-vnukovo-4-killed
"Oct 12, 2014",Rockwell Grand Commander 690,"Zahedan, Sistan and Baluchestan",7,1405,http://www.baaa-acro.com/crash/crash-rockwell-grand-commander-690-zahedan-7-killed
"Oct 12, 2014",BAe Jetstream 31,"Punta Cana, La Altagracia",0,HI816,http://www.baaa-acro.com/crash/crash-bae-jetstream-31-punta-cana
"Oct 10, 2014",Rockwell Gulfstream 690C Jetprop 840,"Los Roques, Los Roques Federal Dependencies",0,YV1315,http://www.baaa-acro.com/crash/crash-rockwell-690c-jetprop-840-los-roques
"Sep 21, 2014",Lockheed C-130 Hercules,"Kawm Ushim, Faiyum",6,-,http://www.baaa-acro.com/crash/crash-lockheed-c-130h-hercules-kawm-ushim-afb-6-killed
"Sep 20, 2014",De Havilland DHC-6 Twin Otter,"Port Moresby, National Capital District",4,P2-KSF,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-mount-lawes-4-killed
"Sep 20, 2014",Antonov AN-32,"Chandigarh, Chandigarh",0,K2757,http://www.baaa-acro.com/crash/crash-antonov-32-chandigarh
"Sep 14, 2014",Beechcraft 300 Super King Air,"Buenos Aires, Buenos Aires City",2,LV-WLT,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-300lw-nordelta-2-killed
"Sep 6, 2014",Piper PA-31-350 Navajo Chieftain,"Araracuara, Caquetá",10,HK-4755,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-araracuara-10-killed
"Sep 6, 2014",Fokker 50,"Mogadishu, Banaadir (بنادر‎)",0,5Y-BYE,http://www.baaa-acro.com/crash/crash-fokker-50-mogadishu
"Sep 5, 2014",Socata TBM-900,"Port Antonio, Portland",2,N900KN,http://www.baaa-acro.com/crash/crash-socata-tbm-900-port-antonio-2-killed
"Aug 31, 2014",Fokker F27 Friendship,"Kogatende, Mara Region",3,5Y-SXP,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-500-near-kogatende-3-killed
"Aug 30, 2014",Antonov AN-12,"Tamanrasset, Tamanghasset",7,UR-DWF,http://www.baaa-acro.com/crash/crash-antonov-12bk-tamanrasset-7-killed
"Aug 27, 2014",Cessna 421C Golden Eagle III,"Las Cruces, New Mexico",4,N51RX,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-las-cruces-4-killed
"Aug 23, 2014",Let 410UVP,"Mulume Munene, Sud-Kivu",4,9Q-CXB,http://www.baaa-acro.com/crash/crash-let-410uvp-near-mulume-munene-4-killed
"Aug 16, 2014",Piper PA-31-310 Navajo,"Grand Manan Islands, New Brunswick",2,C-GKWE,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-grand-manan-island-2-killed
"Aug 15, 2014",Cessna 414 Chancellor,"Bowie, Texas",2,N127BC,http://www.baaa-acro.com/crash/crash-cessna-414-chancellor-bowie-2-killed
"Aug 13, 2014",Cessna 560XLS Citation Excel,"Santos, São Paulo",7,PR-AFA,http://www.baaa-acro.com/crash/crash-cessna-560xls-citation-excel-santos-7-killed
"Aug 10, 2014",HESA IrAn-140-100,"Tehran, Tehran City District",39,EP-GPA,http://www.baaa-acro.com/crash/crash-hesa-iran-140-100-tehran-39-killed
